"quad";"species";"individual";"microh";"ind";"x";"y";"diam";"height";"leaves";"demo";"pheno";"dryw";"ancho";"Sup_mm2";"Error";"lma";"sla";"radius";"xt";"yt";"id";"area";"gdist_min";"biomass"
7;"Leontodon montanus";2;"open";"na";93.5;10.4;6.7;1.6;8;"a";"v";15340;36;108.2506788844;10.3635520826;141.70811821311;0.00705675872779661;3.35;93.5;210.4;7.2;35.1117156782798;31.2534019811968;122720
7;"Leontodon montanus";3;"open";"na";13.2;30;3.7;2.8;4;"a";"v";9318;23.7;56.9747960912;10.2038248616;163.545999973122;0.00611448766808328;1.85;13.2;230;7.3;10.7079391320038;42.9079344049783;37272
7;"Leontodon montanus";4;"open";"na";82.3;28.3;4.8;2.1;4;"a";"v";11870;5.5;88.70949945;7.3131313131;133.807541171962;0.00747342034119629;2.4;82.3;228.3;7.4;18.0212503726346;28.6472390914364;47480
7;"Leontodon montanus";5;"open";"na";88.5;67.8;3.3;2.5;3;"j";"v";3824;16.8;32.9640915734;17.6035663803;116.005016898016;0.00862031683404812;1.65;88.5;267.8;7.5;8.5178566214406;38.5007332167298;11472
7;"Leontodon montanus";6;"open";"na";63.6;7;8.2;2.8;12;"a";"v";18170;40.4;135.1681876064;11.8370810352;134.42512118983;0.00743908572407265;4.1;63.6;207;7.6;52.5932671465256;12.7467409575078;218040
7;"Leontodon montanus";7;"open";"na";83;80.8;2.7;1.3;3;"j";"v";2942;15.2;33.9282473452;11.0078174519;86.7124072182945;0.0115323750323589;1.35;83;280.8;7.7;5.70203625071648;37.6478175143345;8826
7;"Linaria alpina";1;"open";"na";3.2;5.5;2.9;1.5;70;"a";"v";635;6.8;9.6200523848;6.259314456;66.0079565682325;0.0151496887949606;1.45;3.2;205.5;7.1;6.57806925494173;52.4011141125934;44450
7;"Linaria alpina";2;"open";"na";9.8;11.7;2;1.7;30;"j";"v";328;4.5;5.1469430792;7.938718663;63.7271473480103;0.0156918996317073;1;9.8;211.7;7.2;3.12868930080461;44.8083665782746;9840
7;"Linaria alpina";3;"open";"na";10.5;17.2;1.3;0.8;15;"j";"v";125;3.1;2.401428874;11.0447761194;52.0523432333811;0.019211430992;0.65;10.5;217.2;7.3;1.32187122958994;43.7504571404688;1875
7;"Linaria alpina";4;"open";"na";25.7;22.4;3.4;1.2;140;"a";"v";713;6.9;9.2345675484;6.3425076006;77.2098959981657;0.0129517076415147;1.7;25.7;222.4;7.4;9.04191207932536;28.9736145254787;99820
7;"Linaria alpina";5;"open";"na";28.2;37.7;6.8;1.8;225;"a";"r";753;7.3;10.1469330482;6.2522077005;74.2096154988997;0.0134753426934927;3.4;28.2;237.7;7.5;36.1676483173014;32.8705332424317;169425
7;"Linaria alpina";6;"open";"na";62.1;40.7;4.5;2.2;160;"a";"r";463;5.8;6.0645039624;7.8014184397;76.3458978459913;0.0130982806963283;2.25;62.1;240.7;7.6;15.8389895853234;23.6078809633969;74080
7;"Linaria alpina";7;"open";"na";64.2;47.5;1.3;1.1;30;"j";"v";206;4.4;3.3727530902;10.095642933;61.077699579777;0.0163725878165049;0.65;64.2;247.5;7.7;1.32187122958994;30.724710959225;6180
7;"Linaria alpina";8;"open";"na";4.5;50.2;1.4;1.6;35;"j";"v";301;5.6;5.3476595224;9.2493297587;56.2863059510776;0.0177663107056478;0.7;4.5;250.2;7.8;1.53305775739426;59.4680622501844;10535
7;"Linaria alpina";9;"open";"na";4.3;52;1.6;1.4;30;"j";"v";229;4.5;4.050171086;9.7345132743;56.5408213967977;0.0176863366200873;0.8;4.3;252;7.9;2.00236115251495;60.6315157530125;6870
7;"Linaria alpina";10;"open";"na";29.5;65.6;5.4;1.8;220;"a";"v";642;6.8;8.853028834;6.8825910931;72.5175543916002;0.0137897645389408;2.7;29.5;265.6;7.1;22.8081450028657;53.7798065469423;141240
7;"Linaria alpina";11;"open";"na";52.8;58.7;8.2;2.4;300;"a";"r";807;7;9.462346608;5.9848484848;85.2853983722935;0.0117253365650558;4.1;52.8;258.7;7.11;52.5932671465257;40.6096355561091;242100
7;"Linaria alpina";12;"open";"na";62;66.2;3.8;1.4;160;"a";"r";1374;9.3;17.688136557;4.3566362715;77.6791831956004;0.0128734618318777;1.9;62;266.2;7.12;11.2945683759046;48.549574160141;219840
7;"Linaria alpina";13;"open";"na";88.5;67.8;6.2;2.1;260;"a";"r";840;7.3;10.878114377;5.370675453;77.2192652962027;0.0129501361630952;3.1;88.5;267.8;7.13;30.0667041807325;38.5007332167298;218400
7;"Linaria alpina";14;"open";"na";10.3;81.5;4.3;1.5;120;"a";"r";230;4.9;4.4551881946;9.0909090909;51.6252041336382;0.0193703834547826;2.15;10.3;281.5;7.14;14.4623662929693;66.8878746407271;27600
7;"Linaria alpina";15;"open";"na";3;97.7;2.2;1.4;45;"a";"v";422;7;7.9713101728;7.6438848921;52.9398544093748;0.0188893605990521;1.1;3;297.7;7.15;3.78571405397355;63.6546178405835;18990
7;"Linaria alpina";16;"open";"na";41.3;13.2;4.8;1.5;170;"a";"r";686;7.2;9.8171846058;6.4622124863;69.877467679961;0.0143107647314869;2.4;41.3;213.2;7.16;18.0212503726346;13.5794507039099;116620
7;"Linaria alpina";17;"open";"na";62.4;8.4;4.6;2.7;120;"a";"r";487;7.2;9.4551781636;6.7475360121;51.5061685325851;0.0194151502332649;2.3;62.4;208.4;7.17;16.5507664012564;10.903043345498;58440
7;"Linaria alpina";18;"open";"na";3;60.2;6.2;2.3;150;"a";"r";464.815789473684;7.1;9.4121674972;6.0167555217;49.3845641412524;NA;3.1;3;260.2;7.18;30.0667041807325;66.6000252307896;69722.3684210526
7;"Linaria alpina";19;"open";"na";83.5;82.5;3.2;1.2;100;"a";"v";459;6.9;7.7562568408;7.7634011091;59.1780299983797;0.0168981630518518;1.6;83.5;282.5;7.19;8.00944461005979;36.0159885120294;45900
7;"Poa alpina";1;"open";"na";48.7;47.3;5.9;2.7;18;"a";"v";2733;20.5;9.9498008272;20.3890489914;274.678865181777;0.00364061501178193;2.95;48.7;247.3;7.1;27.2274186402521;29.8074885213269;49194
7;"Poa alpina";1;"open";"na";49.5;59;4.2;2.5;12;"a";"v";3411;23.8;17.0895714496;21.0151006711;199.595408817571;0.00501013528279097;2.1;49.5;259;7.1;13.7975198165484;41.2122574342274;40932
7;"Poa alpina";2;"open";"na";50.3;64.6;1.9;1.8;8;"a";"v";1172;12.8;8.4121695034;13.4213890072;139.321966768062;0.00717761903020478;0.95;50.3;264.6;7.2;2.8236420939762;46.6847009423112;9376
7;"Poa alpina";3;"linaria";"13";88.9;68.4;2;3.4;10;"a";"f";1064;13.3;6.1756148506;24.4341265235;172.290537175683;0.00580414929567669;1;88.9;268.4;7.3;3.12868930080459;38.3079381883938;10640
7;"Poa alpina";4;"open";"na";13.4;81.3;2.2;2.4;16;"a";"v";3244;25.9;14.2436990228;20.38248616;227.749827822626;0.00439078268273736;1.1;13.4;281.3;7.4;3.78571405397355;64.6628398848902;51904
7;"Poa alpina";5;"open";"na";15.6;89.2;3.7;3.6;2;"a";"viv";4492;23.1;80.7417734994;3.0763084299;55.6341507662496;0.0179745711263134;1.85;15.6;289.2;7.5;10.7079391320038;57.865088683186;8984
7;"Poa alpina";6;"open";"na";32.9;9.5;1.6;1.1;3;"j";"v";751;10;7.3189817324;11.8511263467;102.609902232088;0.00974564811238349;0.8;32.9;209.5;7.6;2.00236115251495;22.7198839107492;2253
7;"Poa alpina";7;"open";"na";52.5;9;6.1;2.9;15;"a";"viv";5544;34.5;48.118183035;7.322160149;115.216320532457;0.00867932594426407;3.05;52.5;209;7.7;29.104632220735;8.01438544767593;83160
7;"Sedum atratum";1;"open";"na";5;19.6;1.3;1.4;25;"a";"v";625;3;8.1290159496;12.7865961199;76.8850748817579;0.01300642551936;0.65;5;219.6;7.1;1.32187122958994;49.2991125680777;15625
7;"Sedum atratum";2;"open";"na";25.2;14.3;1.1;1.1;25;"a";"r";767;5.4;8.118263283;6.7549668874;94.4783352378004;0.0105844371355932;0.55;25.2;214.3;7.2;0.946428513493389;29.2119052894711;19175
7;"Sedum atratum";3;"open";"na";22.8;11.3;0.8;0.6;13;"j";"v";405;3.3;5.5447917434;10.6658047835;73.0415169302028;0.0136908438108642;0.4;22.8;211.3;7.3;0.500590288128741;32.0230507212076;5265
7;"Sedum atratum";4;"open";"na";32.2;3;1.2;0.9;22;"a";"v";910;4.7;3.8207808652;18.3864915572;238.171209526398;0.00419866029142857;0.6;32.2;203;7.4;1.12632814828966;26.2182752509353;20020
7;"Sedum atratum";5;"open";"na";32.5;18.8;1;0.8;18;"a";"v";521;3.6;6.1612779618;6.1082024433;84.5603790691163;0.0118258694084453;0.5;32.5;218.8;7.5;0.782172325201148;21.795010896992;9378
7;"Sedum atratum";6;"open";"na";41.5;18.2;1.4;2;30;"a";"r";1245;5.2;9.8064419702;13.3482475764;126.95736167953;0.00787666021702811;0.7;41.5;218.2;7.6;1.53305775739426;12.7750733853078;37350
7;"Sedum atratum";7;"open";"na";86.3;7.9;0.9;1;24;"a";"v";932;4.5;9.7741739394;6.6373303997;95.3533266113752;0.0104873110937768;0.45;86.3;207.9;7.7;0.633559583412933;28.7461029663549;22368
7;"Sedum atratum";8;"open";"na";3.7;23;0.8;0.7;17;"j";"v";355;3;3.9928235308;8.4380610413;88.9095140973767;0.0112473902276056;0.4;3.7;223;7.8;0.500590288128742;50.8556371724024;6035
7;"Sedum atratum";9;"open";"na";10.5;15.4;1.9;1.5;50;"a";"v";514;4.5;7.956973284;9.5495495495;64.5974268926551;0.015480492770428;0.95;10.5;215.4;7.9;2.82364209397616;43.7956904272555;25700
7;"Sedum atratum";10;"open";"na";96.2;44.5;0.7;0.5;16;"j";"v";422;2.9;4.4731093056;7.6923076923;94.3415354218345;0.0105997850843602;0.35;96.2;244.5;7.1;0.383264439348562;29.9108274928628;6752
7;"Sedum atratum";11;"open";"na";53.5;45.4;1.4;1;19;"a";"v";510;6;13.9497928024;4.2137718397;36.5596828013285;0.0273525349066667;0.7;53.5;245.4;7.11;1.53305775739426;27.2912531775292;9690
7;"Sedum atratum";11;"open";"na";60.1;64.4;1.1;1;23;"a";"v";1193;3.4;5.143358857;7.456445993;231.949594257137;0.00431128152305113;0.55;60.1;264.4;7.11;0.946428513493412;46.5268067666053;27439
7;"Sedum atratum";12;"open";"na";78.3;63.4;0.7;0.5;10;"j";"v";441;3.1;4.731173304;6.5151515152;93.2115506373765;0.0107282841360544;0.35;78.3;263.4;7.12;0.383264439348572;47.3721841758638;4410
7;"Sedum atratum";13;"open";"na";65.1;9.2;0.8;1.1;24;"a";"v";575;3.8;4.2150453072;17.6870748299;136.41609000449;0.00733051357773913;0.4;65.1;209.2;7.13;0.500590288128741;12.2607558429245;13800
7;"Sedum atratum";14;"open";"na";3.2;64.3;0.9;0.7;17;"a";"v";674.634615384615;NA;NA;NA;92.1497770565831;NA;0.45;3.2;264.3;7.14;0.633559583412942;69.1283251659023;11468.7884615385
8;"Anthyllis vulneraria";1;"open";"na";97;87.2;9.3;2.5;17;"a";"v";13905;35;271.1177356524;1.1660188784;51.2876812228456;0.0194978594500108;4.65;197;287.2;8.1;67.6500844066477;14.6462963771725;236385
8;"Anthyllis vulneraria";2;"open";"na";98.3;90.7;7.9;2.5;12;"a";"v";20532;37.9;278.727039383;1.2897833215;73.6634667574784;0.0135752503108806;3.95;198.3;290.7;8.2;48.8153748158039;12.1374993304967;246384
8;"Arabis bellidifolia";1;"open";"na";23.4;80.2;1.9;1.4;20;"a";"r";3378;7.4;20.8458363152;6.1554332875;162.046748757059;0.00617105870787448;0.95;123.4;280.2;8.1;2.8236420939762;20.6335152481539;67560
8;"Crepis terglouensis";1;"open";"na";13.1;28.6;5.3;1;6;"j";"v";7294;17.6;59.9174425174;8.8113896034;121.734167773964;0.00821462058094324;2.65;113.1;228.6;8.1;21.9712206149004;24.6321198501914;43764
8;"Crepis terglouensis";2;"open";"na";10.9;51.6;8.3;1.5;16;"a";"v";18534;46;221.8060066248;7.465580764;83.5595044608126;0.0119675195114276;4.15;110.9;251.6;8.2;53.8838514831075;14.0970658410876;296544
8;"Draba aizoides";1;"open";"na";20.5;3.1;1.8;1.4;80;"a";"r";486;7;5.2938961894;18.6188219364;91.8038402364445;0.0108927905131687;0.9;120.5;203.1;8.1;2.53423833365174;37.6410959138348;38880
8;"Draba aizoides";2;"moss";"2";38;35.8;1.4;1.5;90;"a";"v";297;5.7;4.2329664182;19.8983911939;70.1635615919425;0.0142524121824916;0.7;138;235.8;8.2;1.53305775739426;12.4114790164508;26730
8;"Draba aizoides";3;"sax.aizo";"1";50.3;30.2;2.8;2.1;75;"a";"r";508;9.2;9.6523103846;16.2272558485;52.6298864995577;0.0190006109933071;1.4;150.3;230.2;8.3;6.13223102957706;15.8863073721416;38100
8;"Draba aizoides";4;"moss";"3";61.7;42.5;4.1;2;220;"a";"r";727;10.1;10.0644959376;14.3162393162;72.2341192750644;0.0138438733667125;2.05;161.7;242.5;8.4;13.1483167866315;0;159940
8;"Draba aizoides";5;"open";"na";38.6;52.2;0.8;0.5;14;"j";"v";155;5.7;2.9283095374;18.7270501836;52.9315627396488;0.018892319596129;0.4;138.6;252.2;8.5;0.500590288128743;0.300670368480712;2170
8;"Draba aizoides";6;"open";"na";39;46.7;1.6;1.2;40;"a";"r";463;8.2;6.3333206274;17.713638936;73.1054098219679;0.0136788782449244;0.8;139;246.7;8.6;2.00236115251495;3.47375900691862;18520
8;"Draba aizoides";7;"open";"na";14.5;65.1;1.8;1.3;65;"a";"v";456;6;4.641567749;13.2046332046;98.2426681369119;0.0101788766425439;0.9;114.5;265.1;8.7;2.53423833365175;13.6362611595882;29640
8;"Dryas octopetala";1;"dryas";"1";77.3;6.5;18;4.5;300;"a";"r";14173;29.8;105.5804333454;15.0422649964;134.23888831403;0.00744940614869117;9;177.3;206.5;8.1;253.423833365174;0;4251900
8;"Dryas octopetala";2;"draba";"4";61.8;42.7;2.2;2.5;5;"j";"v";3563;11.1;21.4909963112;21.581054036;165.790359293075;0.00603171381173169;1.1;161.8;242.7;8.2;3.78571405397356;0;17815
8;"Dryas octopetala";3;"dryas";"3";31.7;54;13.7;3.8;250;"a";"r";11343;34.4;71.7704653328;19.1170595286;158.04551283599;0.00632729131030592;6.85;131.7;254;8.3;146.805923717005;0;2835750
8;"Dryas octopetala";4;"dryas";"4";88.1;54.2;0.7;1.1;3;"j";"v";977;6;7.0322439564;16.8195718654;138.931471384868;0.0071977932;0.35;188.1;254.2;8.4;0.383264439348559;0;2931
8;"Dryas octopetala";5;"dryas";"5";97.8;45.3;4.6;3.1;40;"a";"v";7318;25.1;55.1504269914;13.6673815559;132.691629044706;0.0075362704279038;2.3;197.8;245.3;8.5;16.5507664012564;0;292720
8;"Dryas octopetala";6;"dryas";"6";45.8;98.3;4.1;3;50;"a";"v";4369;17.6;41.1002759674;7.1771169443;106.300989401273;0.00940725016420233;2.05;145.8;298.3;8.6;13.1483167866315;0;218450
8;"Euphrasia minima";1;"open";"na";23.7;36.4;1.2;2.1;8;"a";"f";499;3.5;7.6236406194;7.3812881993;65.4542921042457;0.0152778369126252;0.6;123.7;236.4;8.1;1.12632814828965;12.4934241968954;3992
8;"Euphrasia minima";2;"sax.aizo";"1";51;32.8;1.6;4.7;14;"a";"f";803;4.9;14.390652133;5.6537982565;55.8001119461846;0.017921111;0.8;151;232.8;8.2;2.00236115251495;13.5520609930062;11242
8;"Euphrasia minima";3;"moss";"3";60.5;43;1.5;2.8;14;"a";"f";426;3.2;6.6774059586;11.2184648417;63.7972294392771;0.0156746618746479;0.75;160.5;243;8.3;1.75988773170259;0.237505440856636;5964
8;"Euphrasia minima";4;"open";"na";73;47.1;1.1;2.2;10;"a";"f";426;4.5;6.5842161814;7.2400653239;64.700184238091;0.015455906529108;0.55;173;247.1;8.4;0.94642851349338;10.9354781752674;4260
8;"Euphrasia minima";5;"open";"na";99.8;65.3;0.8;1.3;8;"a";"v";301;5.8;6.9677279568;18.7242798354;43.1991607402303;0.0231485978631229;0.4;199.8;265.3;8.5;0.500590288128726;15.7777398864546;2408
8;"Hieracium sp.";1;"moss";"1";36.1;3.7;6.1;1.7;6;"a";"f";13058;31.5;182.4046519802;2.4385451259;71.5880864782848;0.0139688047158983;3.05;136.1;203.7;8.1;29.104632220735;31.4086298440594;78348
8;"Leontodon montanus";1;"open";"na";1.8;0.8;6.4;1.7;11;"a";"v";14564;27.1;140.8455955712;7.868485342;103.404014452391;0.00967080441988465;3.2;101.8;200.8;8.1;32.0377784402392;24.2113639394154;160204
8;"Leontodon montanus";2;"open";"na";9.3;2.9;5.5;1.3;6;"a";"v";7225;21.4;77.114540633;5.7680687892;93.6917984687854;0.0106732928211765;2.75;109.3;202.9;8.2;23.6607128373349;29.8934768625724;43350
8;"Leontodon montanus";3;"moss";"2";43.3;10.4;4.3;1.6;5;"j";"v";6767;27.6;82.992665041;9.58324336;81.5373261800542;0.012264321714349;2.15;143.3;210.4;8.3;14.4623662929694;25.2341640609238;33835
8;"Leontodon montanus";4;"moss";"2";46.7;16;7.5;2.4;12;"a";"v";12326;42.2;172.9279684834;4.1101001099;71.2782328278101;0.0140295285156093;3.75;146.7;216;8.4;43.9971932925649;23.0418350968563;147912
8;"Leontodon montanus";5;"dryas";"1";81.3;4.1;5.6;3.2;5;"a";"v";7802.09947643979;NA;NA;NA;89.4600590794621;NA;2.8;181.3;204.1;8.5;24.5289241183083;0;39010.4973821989
8;"Leontodon montanus";6;"dryas";"1";75.9;8.8;1.3;1.6;2;"j";"v";845;8.4;18.5949447736;5.0501156515;45.4424581674306;0.0220058518030769;0.65;175.9;208.8;8.6;1.32187122958994;0;1690
8;"Leontodon montanus";7;"dryas";"1";83.5;3.4;1.8;2.6;1;"j";"v";3296;24.3;52.32964412;8.4246575342;62.9853318406248;0.0158767124150485;0.9;183.5;203.4;8.7;2.53423833365171;0;3296
8;"Leontodon montanus";8;"open";"na";28.2;37.3;4.7;1;5;"a";"v";11634;27.8;115.429875951;10.6101537028;100.788464893947;0.00992177032413615;2.35;128.2;237.3;8.8;17.2781866636935;10.2267527098201;58170
8;"Leontodon montanus";9;"open";"na";27.8;37.8;3.6;1.8;3;"j";"v";7858;27.5;56.9066958694;12.6031366127;138.085683590451;0.00724188036006617;1.8;127.8;237.8;8.9;10.136953334607;9.83394589286357;23574
8;"Leontodon montanus";10;"sax.aizo";"1";40.3;31.4;1.8;3.9;4;"j";"v";6174;33.1;81.8887246034;3.5759618331;75.3949952194476;0.0132634798515387;0.9;140.3;231.4;8.1;2.53423833365171;17.3426641280341;24696
8;"Leontodon montanus";11;"moss";"3";61;42.9;6.4;3.6;8;"a";"v";14133;41.8;158.225489019;4.550911768;89.3218917358055;0.0111954637386967;3.2;161;242.9;8.11;32.0377784402392;0;113064
8;"Leontodon montanus";12;"open";"na";20.6;46.8;1.7;1.5;2;"j";"v";2429;12.6;25.716794285;7.2891986063;94.4518968064686;0.010587399870317;0.85;120.6;246.8;8.12;2.26047801983131;6.39741175488718;4858
8;"Leontodon montanus";13;"open";"na";23.3;45.1;3;1.1;4;"j";"v";4333;15.6;34.6665971184;11.7452440033;124.990635371597;0.00800059938112162;1.5;123.3;245.1;8.13;7.03955092681041;5.39454556085574;17332
8;"Leontodon montanus";14;"open";"na";25.4;47.2;2.8;1.2;3;"j";"v";3827;17.8;36.9246571044;15.3368278004;103.643481080396;0.0096484601788346;1.4;125.4;247.2;8.14;6.13223102957706;2.43339953582961;11481
8;"Leontodon montanus";15;"open";"na";26.8;48;2.9;1.2;3;"j";"v";6360;17.5;55.9389558754;8.515409752;113.695364893232;0.00879543331374214;1.45;126.8;248;8.15;6.57806925494172;0.915847494855621;19080
8;"Leontodon montanus";16;"moss";"4";45.7;47.5;9.1;3.5;5;"a";"v";11405;37.2;132.1108460698;6.4868824439;86.3290209645182;0.0115835901858658;4.55;145.7;247.5;8.16;64.7716902499077;8.59357868943849;57025
8;"Leontodon montanus";17;"open";"na";71.6;46.8;6.8;2.4;5;"a";"v";10435;39;90.6664847712;15.5281467426;115.092142662562;0.00868869044285577;3.4;171.6;246.8;8.17;36.1676483173014;9.52641242174278;52175
8;"Leontodon montanus";18;"open";"na";88.5;44.3;1.7;1.5;3;"j";"v";1755;13;22.8745060804;8.1479160138;76.7229680864572;0.0130339065985185;0.85;188.5;244.3;8.18;2.26047801983128;7.05741413670667;5265
8;"Leontodon montanus";19;"dryas";"5";98.2;44.7;6.8;1.7;7;"a";"v";18612;41;226.1787577088;3.172540568;82.2888948040051;0.0121523080651623;3.4;198.2;244.7;8.19;36.1676483173014;0;130284
8;"Leontodon montanus";20;"dryas";"5";92.5;55;6.8;2.9;5;"a";"v";11345;48.4;142.508674672;7.9024144869;79.609188887005;0.0125613640081093;3.4;192.5;255;8.2;36.1676483173014;4.12223441937072;56725
8;"Leontodon montanus";21;"open";"na";18.3;67;8.2;1.2;12;"a";"f";23105;43.8;218.8454390876;6.0205050935;105.576794729323;0.0094717783634538;4.1;118.3;267;8.21;52.5932671465257;11.8210033168995;277260
8;"Leontodon montanus";22;"open";"na";91.2;69.5;5.9;2.4;8;"a";"v";11313;38;108.118062663;6.3550472402;104.635615190981;0.00955697539671175;2.95;191.2;269.5;8.22;27.2274186402522;15.2612219391582;90504
8;"Leontodon montanus";23;"open";"na";71.5;98.2;2;1.7;4;"j";"v";3515;21.7;63.9711978256;3.9556252801;54.946602838088;0.0181994872903556;1;171.5;298.2;8.23;3.12868930080458;2.76154607385962;14060
8;"Leontodon montanus";24;"open";"na";94.5;96.5;6;1.8;8;"a";"v";10458;30.7;120.501550364;3.0636525877;86.7872651298629;0.0115224278412698;3;194.5;296.5;8.24;28.1582037072417;5.20669183132216;83664
8;"Linaria alpina";1;"moss";"4";49.2;45;1.3;2.2;30;"a";"r";474;7.5;7.5483719532;8.3570750237;62.7949977741963;0.0159248353443038;0.65;149.2;245;8.1;1.32187122958994;11.7085319711463;14220
8;"Linaria alpina";2;"moss";"4";51.6;45.2;1.1;2;28;"a";"v";386;5.8;6.5555424038;7.0530344451;58.8814740602167;0.0169832704761658;0.55;151.6;245.2;8.2;0.94642851349338;9.40517753073426;10808
8;"Linaria alpina";3;"open";"na";67.2;48.9;0.6;0.5;12;"j";"v";112;2.7;1.7956953222;13.7724550898;62.3713826144977;0.0160329939482143;0.3;167.2;248.9;8.3;0.281582037072412;7.12492737970512;1344
8;"Linaria alpina";4;"open";"na";78;47;6.7;1;16;"j";"v";255;3.9;3.1935419802;9.9887766554;79.8486450408365;0.01252369404;3.35;178;247;8.4;35.1117156782798;12.0536431055434;4080
8;"Linaria alpina";5;"open";"na";1.7;78.9;1.9;1.4;60;"a";"v";246;4.3;3.6487381996;9.4302554028;67.4205674791818;0.014832269104065;0.95;101.7;278.9;8.5;2.8236420939762;32.1545538329206;14760
8;"Linaria alpina";6;"open";"na";57.8;60;1.1;1.1;24;"j";"v";213;3.6;3.0430046478;10.011778563;69.9966068582881;0.0142864067971831;0.55;157.8;260;8.6;0.946428513493404;16.6592904599012;5112
8;"moss";1;"moss";"1";32;4.5;8.3;1.4;1000;"a";"v";NA;NA;NA;NA;NA;NA;4.15;132;204.5;8.1;53.8838514831075;34.9839772666783;NA
8;"moss";2;"moss";"2";44;8.5;13;1.5;1500;"a";"r";NA;NA;NA;NA;NA;NA;6.5;144;208.5;8.2;132.187122958995;24.3820094008621;NA
8;"moss";2;"moss";"2";37.8;39.5;11.5;1.8;1400;"a";"r";NA;NA;NA;NA;NA;NA;5.75;137.8;239.5;8.2;103.442290007853;8.90173842278081;NA
8;"moss";3;"moss";"3";69.3;34.5;18.4;1.7;1500;"a";"v";NA;NA;NA;NA;NA;NA;9.2;169.3;234.5;8.3;264.812262420103;10.0138170423751;NA
8;"moss";4;"moss";"4";44.5;49.1;8.2;1.6;750;"a";"v";NA;NA;NA;NA;NA;NA;4.1;144.5;249.1;8.4;52.5932671465256;6.87192309678657;NA
8;"moss";5;"moss";"5";34.6;86.3;19;1.3;1800;"a";"v";NA;NA;NA;NA;NA;NA;9.5;134.6;286.3;8.5;282.364209397617;14.3660190390969;NA
8;"Oxytropis jacquinii";1;"open";"na";86.8;88.9;7.5;1.4;8;"a";"r";12034;33.6;215.5837968856;4.5454545455;55.8205216433119;0.0179145584914077;3.75;186.8;288.9;8.1;43.9971932925648;9.97425468652578;96272
8;"Oxytropis jacquinii";2;"open";"na";91;89.7;11.3;2.6;15;"a";"r";12353;35.6;203.4547889608;5.3942639701;60.7161918532184;0.0164700711536307;5.65;191;289.7;8.2;99.8755842049355;10.1434333627166;185295
8;"Poa alpina";1;"open";"na";10.8;10;1.8;1.8;4;"a";"v";1998;13.4;23.0357960794;5.1812665318;86.7345757495541;0.0115294274671672;0.9;110.8;210;8.1;2.53423833365174;36.6369900979106;7992
8;"Poa alpina";2;"dryas";"1";68.8;5.7;5.6;5.8;5;"a";"v";12712;49.6;90.8887065476;5.3710860478;139.863361278472;0.00714983531683449;2.8;168.8;205.7;8.2;24.5289241183083;0;63560
8;"Poa alpina";3;"dryas";"1";71.2;5.6;4.8;3.5;4;"a";"v";5065;31;44.659408612;8.0096308186;113.413951447602;0.00881725737650543;2.4;171.2;205.6;8.3;18.0212503726346;0;20260
8;"Poa alpina";4;"open";"na";72;12;2.4;2.1;4;"a";"v";3107;25.2;20.0931496532;16.6607206564;154.629814321081;0.00646705814393306;1.2;172;212;8.4;4.50531259315862;0;12428
8;"Poa alpina";5;"open";"na";75.3;13.8;4;2.4;9;"a";"v";3833;27.1;29.3046007072;9.271037182;130.798574541173;0.00764534325781372;2;175.3;213.8;8.5;12.5147572032185;0;34497
8;"Poa alpina";6;"dryas";"1";74.9;1.8;3.1;2.3;3;"j";"v";1891;20.2;13.7705816924;12.5455491931;137.321722657776;0.00728216905996827;1.55;174.9;201.8;8.6;7.51667604518314;0;5673
8;"Poa alpina";7;"dryas";"1";78.5;4.2;5.3;3.2;9;"a";"v";3360;27.7;24.4694849594;10.1215760949;137.31388321311;0.00728258480934524;2.65;178.5;204.2;8.7;21.9712206149004;0;30240
8;"Poa alpina";8;"dryas";"1";80.6;6;4.5;3.6;4;"a";"v";4332;27.7;59.9210267396;3.732503888;72.2951564035386;0.0138321853046168;2.25;180.6;206;8.8;15.8389895853234;0;17328
8;"Poa alpina";9;"dryas";"1";83.4;5.7;3.7;2.8;3;"j";"v";2323;16.5;32.992765351;4.4215100489;70.4093753671846;0.0142026540469221;1.85;183.4;205.7;8.9;10.7079391320038;0;6969
8;"Poa alpina";10;"dryas";"1";83;8.4;3.2;2.4;3;"j";"v";5736;30;44.695250834;5.757818765;128.335782727873;0.00779205907147838;1.6;183;208.4;8.1;8.00944461005985;0;17208
8;"Poa alpina";11;"open";"na";82.4;29.3;2.3;2.6;3;"a";"v";3363;20.5;26.9390140552;7.6370409792;124.837530917389;0.00801041155373179;1.15;182.4;229.3;8.11;4.1376916003141;14.3883495320699;10089
8;"Poa alpina";12;"open";"na";24.5;57.5;2.6;1.5;3;"a";"v";3937;19.9;23.189917634;8.0680061824;169.772056207209;0.00589025085953772;1.3;124.5;257.5;8.12;5.28748491835977;1.16244091291179;11811
8;"Poa alpina";13;"open";"na";53.4;50.5;2.7;2.2;4;"a";"v";4810;19.8;50.4766012426;5.6877085848;95.2916773631854;0.0104940958924324;1.35;153.4;250.5;8.13;5.70203625071642;10.3638175542684;19240
8;"Poa alpina";14;"open";"na";93.1;56;2.8;2.2;3;"a";"v";2991;23.4;23.7884827414;8.9046255838;125.733113478257;0.00795335431006352;1.4;193.1;256;8.14;6.13223102957706;4.96431674855236;8973
